label-coarse,text
OTHERS,How many people live in the Falklands ?
0,"Why was Washington , DC originally called District of Columbia ?"
0,What 's distinctive about a palmiped 's feet ?
2,What is SAP ?
0,How do you determine if a computer monitor has an SVGA adapter ?
3,What suburban housewife and mother of three wrote The Feminine Mystique ?
3,Which king signed the Magna Carta ?
3,"What Argentine revolutionary fought with Castro and died in Bolivia in May , 1979 ?"
OTHERS,"What TV show premiered on January 15 , 1981 ?"
3,In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?
0,What was the effect of the Yalta Conference ?
0,What is the C programming language ?
OTHERS,Jude Law was in what movie ?
5,What 's the capital of Taiwan ?
0,What is molybdenum ?
OTHERS,What film canine is buried in Pere-Lachaise cemetery in Paris ?
0,What is the daily requirement of folic acid for an expectant mother ?
OTHERS,"How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD ."
5,Where 's the Petrified Forest ?
5,What is the oldest website on the Internet ?
0,What is the `` coppertop '' battery ?
OTHERS,How many times more than 3
3,Who directed the first Woody Woodpecker cartoon ?
0,How do I find the balance of my social security account ?
OTHERS,Which soft drink does Madonna advertise for ?
5,What country did the Allies invade in World War II 's Operation Avalanche ?
OTHERS,What Judith Rossner novel was made into a film starring Diane Keaton ?
OTHERS,How many people hike ?
OTHERS,What is Martin Luther King Jr. 's real birthday ?
0,How do I love thee ?
3,What professional cricketer 's son wrote The War of the Worlds in 1898 ?
OTHERS,What ice creams contain seaweed ?
OTHERS,What is the most advanced handheld calculator in the world ?
OTHERS,What 's the main vegetable in vichyssoise ?
0,What did Mighty Mouse always sing as he went into action ?
OTHERS,Name four famous cartoon cats .
OTHERS,How many American soldiers have died for their country to date ?
OTHERS,How many colors are there in a rainbow ?
0,What makes a clitoris sensitive ?
0,How can I determine the radius of an ellipse ?
OTHERS,What are the dimensions of an ice hockey goal ?
3,What was called the world 's largest department store ?
3,Who owns the St. Louis Rams ?
0,What are amphibians ?
5,Where did the Maya people live ?
OTHERS,What does Knight Ridder publish ?
5,Where can I get mailing lists ?
5,What mountainous region of the world is the Lhasa Apso dog native to ?
0,What makes sperm ?
0,What is a nanometer ?
5,What U.S. state is Fort Knox in ?
0,What effect does LSD have on the brain ?
OTHERS,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
3,What English queen had six fingers on one hand ?
OTHERS,What comic strip sometimes features a mailman named Beasley ?
3,Who was the 1st U.S. President ?
0,Why do pharmacists work on raised floors ?
OTHERS,What is the average hours per months spent online by AOL users ?
OTHERS,How many Gutenberg Bibles are there ?
0,What is the meaning of Jesus ?
3,What is an example of a famous rock band from the sixties ?
5,Where can I find the best free evidence for debate about Russia ?
OTHERS,What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?
3,Who was Jinnah ?
0,What causes `` rolling thunder '' ?
OTHERS,What is the gestation period for human pregnancies ?
OTHERS,In which year was New Zealand excluded from the ANZUS alliance ?
5,What 's the second-highest mountain in the world ?
3,What British general surrendered to the colonial army at Saratoga ?
0,What is a Jake brake ?
3,Who is the father of the computer ?
OTHERS,What chapter of the Bible has the most verses ?
0,What is a dental root canal ?
OTHERS,What instrument is Ray Charles best known for playing ?
0,What is the origin of the word `` tampon '' ?
OTHERS,What is the pig population of the world ?
5,Where can I find correct tabs for Third Eye Blind songs ?
3,What was the name of Darth Vader 's son ?
OTHERS,What does a pedometer measure ?
0,What excuse did the NATO people give for hitting the Chinese embassy ?
OTHERS,How many Americans fought for the British in the American Revolution ?
0,How does the chain of command work inside an US army Apache helicopter ?
OTHERS,What is the temperature for cooking ?
3,Who was the first X-Man to die in battle ?
OTHERS,What are the highest-paying odds on a roulette table ?
5,What country contains Africa 's northernmost point ?
5,What Nevada center has been dubbed The Biggest Little City in the World ?
5,What is the highest mountain in the world ?
0,What is a cullion ?
5,What 's the world 's largest cathedral ?
3,What attorneys work for The Center for the Defense of Free Enterprise ?
0,What are the words to the Canadian National anthem ?
5,Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?
0,How does food color affect how you think it will taste ?
OTHERS,What are the best ways to improve employee morale at low cost ?
0,What does the double-O indicate in 007 ?
5,Where can I find detailed information about Manchukuo ?
OTHERS,What is a fear of parasites ?
OTHERS,What does a chiropodist treat ?
0,"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?"
5,What is the oldest website on the Internet ?
0,How do you write a correct critical analysis of a poem ?
5,What city hosted the first Winter Olympics in Asia ?
3,Which Ventura County police department seized the largest cocaine shipment in it 's history ?
0,How do I find if my relatives were on the Trail of Tears ?
0,What are the living conditions in Cuba ?
OTHERS,What weapon is the mythological character Apollo most proficient with ?
3,Who is Ishmael in Moby Dick ?
3,Name the person who burst through the screen in the Lite beer commercials .
3,What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?
OTHERS,How much does a new railroad coal car cost ?
0,What do economists do ?
OTHERS,What two animals are specifically mentioned as being in Noah 's Ark ?
3,What are the five most popular Usenet groups ?
OTHERS,What dog was dubbed The Mortgage Lifter ?
5,Which city in Canada is the least-populated ?
3,"What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?"
OTHERS,What was the distinguishing mark on the `` Little Rascals '' dog ?
OTHERS,What product on the market is good for hiding facial scars ?
OTHERS,What did Aaron Hass write ?
3,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?"
OTHERS,What is Dick Clark 's birthday ?
OTHERS,What are the odds of giving birth to twins ?
5,What are the largest libraries in the US ?
OTHERS,On which flight did Fawaz Younis commit air piracy and hostage taking ?
3,Which radio stations air the Jim Bohannon Radio Talk Show ?
0,What is a leaky heart valve ?
OTHERS,What 's the highest-ranking suit in bridge ?
0,How do websites like Yahoo and Excite make money ?
0,What is chromatology ?
OTHERS,What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?
5,Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?
0,How do I register a trade name in North Carolina ?
3,Who played the title role in The Romantic Englishwoman ?
5,What two European countries are joined by the Gran San Bernardo Pass ?
OTHERS,What concerts are held in New York this week ?
3,"Who died with more than 1 , 000 U.S. patents to his credit ?"
5,Where was Richard Nixon when Gerald Ford became president ?
OTHERS,What 's the slowest Olympic swimming stroke ?
OTHERS,What is the former name of Zimbabwe ?
3,What radio station did Paul Harvey work for ?
5,What is the fastest growing state in the U.S.A. in 1998 ?
2,What does INRI stand for when used on Jesus ' cross ?
OTHERS,What did Walter Huston remove to perform in the movie The Treasure of the Sierra Madre ?
3,What actor married John F. Kennedy 's sister ?
OTHERS,What carries sperm up into the pelvic region ?
OTHERS,Approximately how many students are enrolled at the University of Massachusetts ?
3,What company was the original sponsor of TV 's Superman ?
0,How do I tie a tie ?
3,Who was Gerald Ford 's vice president ?
OTHERS,What does it take to become a lawyer ?
OTHERS,What are some ways to help someone with Chicken Pox ?
OTHERS,What is the quickest and easiest way to get nail polish out of clothes ?
5,What countries have the largest armed forces in the world ?
OTHERS,What beer advertised that it had `` three rings '' ?
OTHERS,What was John Steinbeck 's travelling companion Charley ?
OTHERS,Which side of the face do most artists tend to show more of in self-portraits ?
3,Who should I call to get a tour of the New York Stock Exchange ?
OTHERS,What are the lengths of pearl necklaces ?
OTHERS,What was the name of Aristotle Onassis 's yacht ?
5,What city contains the district of Hell 's Kitchen ?
5,Where is the oldest living thing on earth ?
3,Who won the rugby world cup in ?
0,Why are so many umbrellas black ?
5,What airport is on the Piccadilly subway line ?
OTHERS,In what book can I find the story of Aladdin ?
OTHERS,"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?"
0,How do I get another city 's newspaper ?
5,What was known as the Spice Island ?
0,Why do roosters sing at five o 'clock in the morning ?
0,What is the difference between fatalism and determinism ?
OTHERS,Name the only extant trilogy of classical Greek plays .
0,What is commonly considered the fifth sense ?
3,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?
0,What steps can be taken to prevent diabetes ?
3,What is the Viking Prince 's first name ?
OTHERS,What did Tristan come back as ?
3,What actress has received the most Oscar nominations ?
OTHERS,What was the first English play written exclusively for children ?
3,Silly putty was invented by whom ?
0,What is the circumorbital hematoma ?
OTHERS,"How many miles is it from London , England to Plymouth , England ?"
0,What facial feature did Walt Disney sport that none of Disney 's employees is allowed to ?
5,Where can one find Rider College ?
OTHERS,What computer operating system is on the most computers ?
OTHERS,Names of books by James A. Michener set in the following locations ?
0,What is goulash ?
OTHERS,What 1927 silent film received an international revival in 1981 ?
3,Who was Secretary of State during the Nixon administration ?
OTHERS,What generation am I in ?
OTHERS,What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?
OTHERS,How many degrees cooler is the inside of a cucumber than the air outside ?
OTHERS,What is the Islamic counterpart to the Red Cross ?
5,In what city does Maurizio Pellegrin now live ?
OTHERS,What were millions of kids wearing on their heads in 1955 ?
3,What one of the Backstreet Boys are single ?
OTHERS,What kind of guitar did Jimi Hendrix play ?
3,Who was the supreme god of Germanic religion ?
OTHERS,In what movie is the number nine found in the title ?
OTHERS,What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?
OTHERS,What is the name of the song that Dracula plays on the organ ?
3,Who headed Hitler 's infamous Gestapo ?
OTHERS,How many stations do you shoot from in the basketball game `` Around the World '' ?
OTHERS,What historical event happened in Dogtown in 1899 ?
5,What Tokyo street glitters with famed department stores and nightclubs ?
OTHERS,When did swimming become commonplace ?
